airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-05-18,Delhi,Cochin,18:15:00,04:25:00,610,1.0,In-flight meal not included,12373
Indigo,2019-06-03,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No info,3540
Indigo,2019-05-24,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No info,4332
Air India,2019-05-18,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No info,6121
Air India,2019-05-21,Delhi,Cochin,17:15:00,07:40:00,865,2.0,No info,13039
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,20:45:00,1550,1.0,In-flight meal not included,10844
Vistara,2019-05-15,Kolkata,Banglore,07:10:00,23:25:00,975,1.0,No info,9345
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,In-flight meal not included,9663
Indigo,2019-06-09,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No info,4804
Air India,2019-05-18,Delhi,Cochin,10:55:00,07:40:00,1245,2.0,No info,13486
Multiple Carriers,2019-03-21,Delhi,Cochin,11:40:00,18:50:00,430,1.0,No info,11999
Multiple Carriers,2019-05-09,Delhi,Cochin,07:05:00,19:15:00,730,1.0,In-flight meal not included,11142
Air India,2019-05-09,Kolkata,Banglore,10:00:00,20:25:00,625,1.0,No info,10203
Multiple Carriers,2019-03-27,Delhi,Cochin,15:05:00,01:35:00,630,1.0,No info,12327
Jet Airways,2019-05-21,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No info,15129
Indigo,2019-03-06,Delhi,Cochin,02:35:00,08:30:00,355,1.0,No info,13790
Spicejet,2019-06-27,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,04:40:00,585,1.0,No info,12681
Spicejet,2019-04-24,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No info,3625
Indigo,2019-03-27,Delhi,Cochin,18:35:00,01:35:00,420,1.0,No info,8574
Spicejet,2019-04-01,Kolkata,Banglore,15:05:00,20:20:00,315,1.0,No info,4649
Spicejet,2019-05-12,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No info,3311
Air India,2019-03-03,Delhi,Cochin,09:45:00,09:25:00,1420,1.0,No info,24017
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,13:15:00,315,1.0,No info,19225
Indigo,2019-03-24,Kolkata,Banglore,14:20:00,16:55:00,155,0.0,No info,5618
Indigo,2019-04-18,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No info,4174
Jet Airways,2019-04-15,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No info,7229
Indigo,2019-03-06,Delhi,Cochin,14:30:00,17:35:00,185,0.0,No info,7673
Jet Airways,2019-06-03,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,No info,14714
Jet Airways,2019-06-15,Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202
Vistara,2019-03-12,Mumbai,Hyderabad,08:45:00,16:45:00,480,1.0,No info,12080
Jet Airways,2019-03-01,Banglore,New Delhi,05:45:00,12:25:00,400,1.0,Business class,62427
Indigo,2019-05-03,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No info,4332
Spicejet,2019-05-06,Kolkata,Banglore,11:15:00,18:30:00,435,1.0,No info,9736
Spicejet,2019-06-27,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No info,3873
Air India,2019-03-01,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No info,10082
Jet Airways,2019-06-24,Delhi,Cochin,06:45:00,04:25:00,1300,2.0,No info,13376
Jet Airways,2019-06-03,Delhi,Cochin,14:00:00,04:25:00,865,1.0,No info,14714
Jet Airways,2019-05-18,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No info,5678
Indigo,2019-05-01,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No info,4823
Jet Airways,2019-03-03,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No info,5678
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,18:00:00,1500,1.0,No info,14151
Jet Airways,2019-06-12,Delhi,Cochin,21:50:00,04:25:00,395,1.0,No info,14714
Multiple Carriers,2019-03-06,Delhi,Cochin,09:00:00,21:00:00,720,1.0,In-flight meal not included,15136
Jet Airways,2019-06-15,Delhi,Cochin,11:00:00,14:15:00,195,0.0,No info,9564
Air India,2019-04-12,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No info,5911
Vistara,2019-06-12,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No info,3687
Jet Airways,2019-03-15,Banglore,New Delhi,22:50:00,07:40:00,530,1.0,In-flight meal not included,9134
Air India,2019-04-01,Kolkata,Banglore,16:50:00,07:55:00,905,1.0,No info,7893
Indigo,2019-03-18,Mumbai,Hyderabad,21:20:00,22:45:00,85,0.0,No info,2227
Indigo,2019-03-03,Kolkata,Banglore,10:10:00,12:55:00,165,0.0,No info,6565
Air India,2019-06-12,Kolkata,Banglore,16:45:00,08:55:00,970,2.0,No info,14960
Air India,2019-06-12,Kolkata,Banglore,12:00:00,21:50:00,590,2.0,No info,9416
Air India,2019-06-09,Kolkata,Banglore,12:00:00,07:55:00,1195,2.0,No info,10151
Air India,2019-06-01,Delhi,Cochin,21:00:00,19:15:00,1335,1.0,No info,8582
Indigo,2019-05-15,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No info,3943
Jet Airways,2019-06-12,Delhi,Cochin,14:35:00,04:25:00,830,2.0,No info,13376
Spicejet,2019-03-03,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No info,6251
Vistara,2019-03-24,Kolkata,Banglore,07:10:00,22:10:00,900,1.0,No info,12942
Jet Airways,2019-06-12,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,10262
Indigo,2019-04-27,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No info,4804
Jet Airways,2019-06-03,Delhi,Cochin,18:15:00,04:25:00,610,1.0,In-flight meal not included,10262
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,05:05:00,1400,1.0,No info,13555
Spicejet,2019-03-15,Kolkata,Banglore,09:00:00,11:30:00,150,0.0,No check-in baggage included,3815
Vistara,2019-05-12,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No info,6216
Indigo,2019-05-03,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No info,3943
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,04:45:00,540,1.0,In-flight meal not included,10031
Multiple Carriers,2019-03-21,Delhi,Cochin,04:45:00,19:15:00,870,1.0,No info,6630
Spicejet,2019-06-03,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No info,3873
Air India,2019-03-15,Banglore,New Delhi,22:00:00,23:20:00,1520,1.0,No info,6850
Multiple Carriers,2019-06-03,Delhi,Cochin,12:50:00,21:00:00,490,1.0,No info,7740
Indigo,2019-03-15,Delhi,Cochin,14:30:00,17:35:00,185,0.0,No info,5895
Jet Airways,2019-05-27,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,12898
Multiple Carriers,2019-06-03,Delhi,Cochin,08:30:00,19:00:00,630,1.0,No info,11200
Jet Airways,2019-03-21,Delhi,Cochin,16:10:00,18:50:00,1600,2.0,No info,13180
Jet Airways,2019-06-12,Delhi,Cochin,11:40:00,19:00:00,440,2.0,No info,18804
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,04:25:00,550,1.0,In-flight meal not included,6540
Vistara,2019-03-24,Banglore,New Delhi,16:00:00,18:35:00,155,0.0,No info,5613
Spicejet,2019-05-15,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Jet Airways,2019-05-01,Delhi,Cochin,23:05:00,04:25:00,1760,2.0,No info,16704
Jet Airways,2019-05-18,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,5198
Goair,2019-03-09,Banglore,New Delhi,20:55:00,23:50:00,175,0.0,No info,5706
Jet Airways,2019-05-06,Kolkata,Banglore,16:30:00,22:35:00,365,1.0,No info,14781
Jet Airways,2019-04-09,Delhi,Cochin,05:30:00,19:00:00,810,2.0,No info,11664
Indigo,2019-04-21,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No info,6968
Jet Airways,2019-06-03,Delhi,Cochin,13:00:00,19:00:00,360,1.0,No info,14714
Multiple Carriers,2019-06-09,Delhi,Cochin,11:40:00,01:30:00,830,1.0,No info,6795
Multiple Carriers,2019-06-01,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No info,13587
Spicejet,2019-06-12,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No info,4423
Jet Airways,2019-05-21,Delhi,Cochin,19:30:00,04:25:00,535,2.0,No info,15129
Air Asia,2019-04-03,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No info,3807
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,09:15:00,980,1.0,In-flight meal not included,11134
Multiple Carriers,2019-06-24,Delhi,Cochin,03:50:00,12:35:00,525,1.0,No info,12192
Multiple Carriers,2019-04-09,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No info,12537
Jet Airways,2019-03-18,Banglore,New Delhi,05:45:00,10:25:00,280,1.0,No info,12284
Indigo,2019-04-06,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No info,4823
Indigo,2019-03-09,Banglore,New Delhi,20:00:00,22:55:00,175,0.0,No info,6144
Indigo,2019-03-21,Chennai,Kolkata,05:15:00,07:35:00,140,0.0,No info,4326
Jet Airways,2019-03-09,Delhi,Cochin,19:45:00,04:25:00,520,1.0,In-flight meal not included,11848
Indigo,2019-03-06,Delhi,Cochin,08:35:00,21:20:00,765,2.0,No info,7682
Jet Airways,2019-05-18,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No info,7229
Jet Airways,2019-05-12,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,4030
Air India,2019-05-21,Kolkata,Banglore,08:20:00,11:10:00,1610,2.0,No info,11222
Indigo,2019-05-18,Delhi,Cochin,07:35:00,22:30:00,895,1.0,No info,7144
Spicejet,2019-05-12,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,3257
Indigo,2019-06-03,Delhi,Cochin,10:35:00,21:00:00,625,1.0,No info,6093
Jet Airways,2019-05-27,Delhi,Cochin,09:35:00,12:35:00,1620,2.0,No info,14657
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,23:35:00,395,1.0,No info,14151
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,19:50:00,1495,1.0,In-flight meal not included,7064
Air India,2019-06-06,Kolkata,Banglore,09:25:00,18:30:00,545,1.0,No info,8366
Air Asia,2019-04-06,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No info,3383
Multiple Carriers,2019-05-27,Delhi,Cochin,07:00:00,19:00:00,720,1.0,No info,10407
Indigo,2019-05-15,Delhi,Cochin,14:20:00,22:30:00,490,1.0,No info,6412
Jet Airways,2019-03-12,Banglore,New Delhi,05:50:00,12:20:00,390,1.0,No info,11297
Air India,2019-06-21,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No info,3100
Jet Airways,2019-03-18,Banglore,New Delhi,18:40:00,07:40:00,780,1.0,In-flight meal not included,10972
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,12:00:00,1170,1.0,In-flight meal not included,10844
Air India,2019-03-15,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No info,2050
Jet Airways,2019-03-01,Banglore,New Delhi,18:40:00,09:30:00,890,1.0,1 Long layover,31825
Goair,2019-03-03,Delhi,Cochin,14:10:00,19:20:00,310,1.0,No info,22794
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,20:25:00,1445,1.0,No info,11105
Air India,2019-05-01,Kolkata,Banglore,16:45:00,12:30:00,1185,2.0,No info,14960
Jet Airways,2019-06-15,Delhi,Cochin,18:15:00,04:25:00,610,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-06,Delhi,Cochin,18:00:00,01:30:00,450,1.0,No info,7198
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,22:05:00,750,1.0,In-flight meal not included,12384
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No info,14781
Air India,2019-06-06,Delhi,Cochin,20:40:00,09:25:00,765,1.0,No info,7952
Air India,2019-03-01,Banglore,New Delhi,10:30:00,11:20:00,1490,1.0,No info,11528
Air India,2019-03-21,Delhi,Cochin,20:30:00,23:00:00,1590,1.0,No info,5704
Vistara,2019-03-06,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No info,7414
Jet Airways,2019-06-21,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Jet Airways,2019-04-01,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No info,5678
Indigo,2019-05-15,Delhi,Cochin,18:35:00,01:30:00,415,1.0,No info,7191
Jet Airways,2019-05-09,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,12373
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,14:25:00,1285,1.0,In-flight meal not included,9314
Indigo,2019-05-27,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No info,3943
Vistara,2019-06-18,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No info,3687
Indigo,2019-03-06,Delhi,Cochin,06:40:00,13:20:00,400,1.0,No info,14871
Goair,2019-06-09,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No info,5281
Spicejet,2019-05-21,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,1965
Spicejet,2019-03-03,Kolkata,Banglore,09:00:00,11:30:00,150,0.0,No info,5515
Jet Airways,2019-05-15,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,3502
Jet Airways,2019-05-01,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No info,7229
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,No info,14151
Jet Airways,2019-03-09,Delhi,Cochin,08:00:00,04:25:00,1225,1.0,No info,17549
Air India,2019-05-09,Delhi,Cochin,07:05:00,07:40:00,1475,2.0,No info,13547
Air India,2019-05-09,Delhi,Cochin,12:00:00,07:40:00,1180,2.0,No info,9968
Spicejet,2019-04-27,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No info,4423
Vistara,2019-05-06,Kolkata,Banglore,20:20:00,22:40:00,1580,1.0,No info,8452
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,22:35:00,510,1.0,No info,14781
Air India,2019-03-01,Banglore,New Delhi,11:50:00,13:00:00,1510,1.0,1 Long layover,15434
Spicejet,2019-03-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No info,3384
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,18:15:00,1545,1.0,In-flight meal not included,10844
Jet Airways,2019-06-15,Delhi,Cochin,11:30:00,19:00:00,450,1.0,No info,14714
Indigo,2019-05-09,Mumbai,Hyderabad,20:05:00,21:40:00,95,0.0,No info,2437
Jet Airways,2019-03-06,Delhi,Cochin,22:20:00,04:25:00,365,1.0,In-flight meal not included,12583
Spicejet,2019-04-27,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No check-in baggage included,3841
Jet Airways,2019-06-15,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No info,14714
Spicejet,2019-06-15,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No info,2017
Multiple Carriers,2019-05-15,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No info,8073
Air Asia,2019-03-18,Kolkata,Banglore,19:35:00,22:05:00,150,0.0,No info,4384
Jet Airways,2019-05-18,Banglore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,6144
Air India,2019-06-27,Delhi,Cochin,12:00:00,19:15:00,435,2.0,No info,8603
Jet Airways,2019-06-03,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,In-flight meal not included,10368
Spicejet,2019-04-01,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No info,3971
Multiple Carriers,2019-05-15,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No info,13727
Indigo,2019-03-15,Kolkata,Banglore,05:30:00,08:20:00,170,0.0,No info,4148
Jet Airways,2019-03-15,Banglore,New Delhi,14:05:00,08:15:00,1090,1.0,In-flight meal not included,9134
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,No info,13941
Vistara,2019-05-12,Kolkata,Banglore,07:10:00,22:40:00,930,1.0,No info,8662
Indigo,2019-06-24,Delhi,Cochin,05:10:00,10:05:00,295,1.0,No info,6496
Jet Airways,2019-06-15,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,No info,13376
Spicejet,2019-05-18,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No info,3873
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,23:35:00,395,1.0,No info,14151
Indigo,2019-04-12,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No info,5780
Indigo,2019-03-24,Chennai,Kolkata,13:20:00,15:35:00,135,0.0,No info,4752
Jet Airways,2019-03-18,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,2071
Jet Airways,2019-05-18,Delhi,Cochin,21:50:00,04:25:00,395,1.0,In-flight meal not included,12373
Air India,2019-06-12,Kolkata,Banglore,09:10:00,11:05:00,1555,2.0,No info,6117
Jet Airways,2019-03-06,Banglore,New Delhi,08:55:00,07:40:00,1365,1.0,No info,14815
Indigo,2019-03-09,Banglore,New Delhi,16:50:00,21:35:00,285,1.0,No info,10231
Indigo,2019-03-15,Kolkata,Banglore,15:20:00,17:55:00,155,0.0,No info,4148
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,22:35:00,850,1.0,In-flight meal not included,10844
Spicejet,2019-05-09,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No info,5975
Jet Airways,2019-06-15,Delhi,Cochin,21:25:00,12:35:00,910,2.0,In-flight meal not included,9905
Spicejet,2019-03-18,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,3807
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,23:35:00,425,1.0,No info,14781
Air India,2019-04-06,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No info,5176
Jet Airways,2019-06-01,Delhi,Cochin,17:30:00,04:25:00,655,1.0,No info,14714
Air India,2019-03-09,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No info,4960
Jet Airways,2019-05-09,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Jet Airways,2019-05-03,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,4544
Jet Airways,2019-06-12,Delhi,Cochin,19:30:00,04:25:00,535,2.0,No info,13014
Air India,2019-05-09,Kolkata,Banglore,08:20:00,23:15:00,895,2.0,No info,11432
Indigo,2019-06-24,Delhi,Cochin,09:15:00,21:00:00,705,1.0,No info,6838
Goair,2019-06-09,Kolkata,Banglore,06:40:00,14:35:00,475,1.0,No info,3673
Spicejet,2019-05-01,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Indigo,2019-05-12,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No info,4423
Indigo,2019-04-15,Delhi,Cochin,17:05:00,22:15:00,310,1.0,No info,5912
Indigo,2019-06-27,Delhi,Cochin,07:35:00,12:10:00,275,1.0,No info,5054
Multiple Carriers,2019-05-15,Delhi,Cochin,07:10:00,22:30:00,920,1.0,No info,6513
Jet Airways,2019-06-12,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,In-flight meal not included,8529
Jet Airways,2019-06-12,Delhi,Cochin,20:00:00,12:35:00,995,2.0,No info,14300
Jet Airways,2019-05-15,Kolkata,Banglore,14:05:00,22:35:00,510,1.0,No info,14781
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,04:40:00,1375,1.0,No info,13941
Spicejet,2019-03-24,Kolkata,Banglore,06:55:00,09:35:00,160,0.0,No check-in baggage included,4781
Vistara,2019-05-06,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No info,4668
Indigo,2019-03-06,Kolkata,Banglore,20:25:00,23:05:00,160,0.0,No info,4778
Indigo,2019-03-18,Kolkata,Banglore,17:15:00,19:55:00,160,0.0,No info,4462
Jet Airways,2019-05-06,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No info,9358
Jet Airways,2019-03-06,Banglore,New Delhi,16:55:00,09:00:00,965,1.0,No info,17261
Jet Airways,2019-03-01,Banglore,New Delhi,08:00:00,16:10:00,490,1.0,No info,22270
Jet Airways,2019-03-03,Delhi,Cochin,05:25:00,04:25:00,1380,2.0,No info,18799
Air India,2019-06-09,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No info,5228
Air India,2019-06-09,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No info,6961
Air India,2019-03-12,Mumbai,Hyderabad,01:35:00,14:50:00,795,2.0,No info,9977
Indigo,2019-05-18,Kolkata,Banglore,17:35:00,22:15:00,280,1.0,No info,5699
Spicejet,2019-06-18,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No info,3625
Jet Airways,2019-03-09,Delhi,Cochin,17:25:00,04:25:00,660,1.0,No info,15554
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,No info,15129
Air India,2019-03-21,Banglore,New Delhi,05:50:00,16:20:00,630,2.0,No info,7664
Indigo,2019-04-27,Delhi,Cochin,07:35:00,16:10:00,515,1.0,No info,6442
Multiple Carriers,2019-05-27,Delhi,Cochin,10:00:00,01:30:00,930,1.0,In-flight meal not included,8925
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,22:35:00,1525,1.0,In-flight meal not included,10844
Multiple Carriers,2019-06-27,Delhi,Cochin,13:15:00,22:30:00,555,1.0,No info,8018
Air India,2019-03-09,Banglore,New Delhi,06:50:00,12:15:00,325,1.0,No info,5118
Indigo,2019-05-18,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No info,7520
Jet Airways,2019-06-06,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,10262
Jet Airways,2019-04-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No info,8040
Air India,2019-05-24,Banglore,Delhi,17:00:00,19:45:00,165,0.0,No info,7171
Multiple Carriers,2019-05-18,Delhi,Cochin,18:00:00,01:30:00,450,1.0,No info,9595
Air India,2019-03-15,Banglore,New Delhi,21:10:00,23:55:00,165,0.0,No info,8851
Jet Airways,2019-06-09,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,10262
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,23:25:00,1015,1.0,In-flight meal not included,8824
Jet Airways,2019-06-06,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,In-flight meal not included,10262
Air India,2019-03-18,Banglore,New Delhi,08:50:00,23:25:00,875,2.0,No info,11728
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,22:35:00,1525,1.0,In-flight meal not included,10031
Jet Airways,2019-04-06,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,4544
Jet Airways,2019-05-18,Kolkata,Banglore,20:25:00,18:00:00,1295,1.0,No info,14151
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,No info,14781
Spicejet,2019-04-15,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No info,4174
Air India,2019-05-09,Delhi,Cochin,16:55:00,19:15:00,1580,2.0,No info,13591
Air Asia,2019-04-21,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No info,4483
Jet Airways,2019-06-24,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,3210
Spicejet,2019-05-24,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Indigo,2019-06-12,Delhi,Cochin,17:05:00,22:25:00,320,1.0,No info,6147
Indigo,2019-03-24,Kolkata,Banglore,14:30:00,20:10:00,340,1.0,No info,9413
Jet Airways,2019-04-06,Delhi,Cochin,07:05:00,19:00:00,715,1.0,In-flight meal not included,5406
Air India,2019-05-21,Kolkata,Banglore,08:20:00,23:15:00,895,2.0,No info,13164
Indigo,2019-05-18,Delhi,Cochin,15:10:00,20:00:00,290,1.0,No info,6496
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,19:10:00,1355,1.0,In-flight meal not included,11087
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,No info,13014
Jet Airways,2019-04-27,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,4544
Indigo,2019-03-09,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No info,6297
Jet Airways,2019-06-01,Delhi,Cochin,10:00:00,04:25:00,1105,1.0,In-flight meal not included,10262
Multiple Carriers,2019-03-06,Delhi,Cochin,18:00:00,01:35:00,455,1.0,No info,16863
Jet Airways,2019-03-01,Banglore,New Delhi,08:00:00,08:15:00,1455,1.0,No info,22270
Indigo,2019-05-12,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No info,4823
Goair,2019-03-03,Banglore,New Delhi,15:45:00,20:15:00,270,1.0,No info,8352
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,In-flight meal not included,8529
Jet Airways,2019-03-06,Delhi,Cochin,05:25:00,19:45:00,2300,2.0,No info,16914
Jet Airways,2019-06-15,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,In-flight meal not included,10262
Indigo,2019-04-24,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No info,4823
Air Asia,2019-05-03,Banglore,Delhi,04:55:00,07:45:00,170,0.0,No info,6181
Jet Airways,2019-06-24,Delhi,Cochin,20:00:00,04:25:00,505,2.0,In-flight meal not included,12410
Indigo,2019-06-27,Kolkata,Banglore,20:25:00,23:10:00,165,0.0,No info,4804
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,No info,12681
Jet Airways,2019-03-06,Delhi,Cochin,05:25:00,04:25:00,1380,2.0,In-flight meal not included,16389
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,10:25:00,695,1.0,In-flight meal not included,11087
Indigo,2019-06-03,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No info,3943
Multiple Carriers,2019-06-03,Delhi,Cochin,09:15:00,19:00:00,585,1.0,No info,11622
